Date,FacilityId,Certification,Automation_Level,Capacity,Production,Capacity_Utilization,Automation_Factor,Employee_Count
2020-04-01,FAC014,ISO 9001,Medium,108609,91804,0.8453,1.1,2790
2020-05-01,FAC014,ISO 9001,Medium,108609,91425,0.8418,1.1,2500
2020-06-01,FAC014,ISO 9001,Medium,108609,91254,0.8402,1.1,2870
2020-07-01,FAC014,ISO 9001,Medium,108609,93029,0.8565,1.1,2600
2020-08-01,FAC014,ISO 9001,Medium,108609,92891,0.8553,1.1,2840
2020-09-01,FAC014,ISO 9001,Medium,108609,90780,0.8358,1.1,2740
2020-10-01,FAC014,ISO 9001,Medium,108609,87550,0.8061,1.1,2380
2020-11-01,FAC014,ISO 9001,Medium,108609,97057,0.8936,1.1,2640
2020-12-01,FAC014,ISO 9001,Medium,108609,54304,0.5,1.1,1570
2021-01-01,FAC014,ISO 9001,Medium,108609,90749,0.8356,1.1,2660
2021-02-01,FAC014,ISO 9001,Medium,108609,87327,0.804,1.1,2500
2021-03-01,FAC014,ISO 9001,Medium,108609,54304,0.5,1.1,1510
2021-04-01,FAC014,ISO 9001,Medium,108609,97358,0.8964,1.1,2830
2021-05-01,FAC014,ISO 9001,Medium,108609,82400,0.7587,1.1,2360
2021-06-01,FAC014,ISO 9001,Medium,108609,94639,0.8714,1.1,2600
2021-07-01,FAC014,ISO 9001,Medium,108609,97846,0.9009,1.1,2650
2021-08-01,FAC014,ISO 9001,Medium,108609,91181,0.8395,1.1,2740
2021-09-01,FAC014,ISO 9001,Medium,108609,99067,0.9121,1.1,3000
2021-10-01,FAC014,ISO 9001,Medium,108609,94469,0.8698,1.1,2540
2021-11-01,FAC014,ISO 9001,Medium,108609,83390,0.7678,1.1,2490
2021-12-01,FAC014,ISO 9001,Medium,108609,99063,0.9121,1.1,2670
2022-01-01,FAC014,ISO 9001,Medium,118483,113898,0.9613,1.1,3130
2022-02-01,FAC014,ISO 9001,Medium,118483,109927,0.9278,1.1,2880
2022-03-01,FAC014,ISO 9001,Medium,118483,94141,0.7946,1.1,2690
2022-04-01,FAC014,ISO 9001,Medium,118483,107503,0.9073,1.1,3080
2022-05-01,FAC014,ISO 9001,Medium,118483,104466,0.8817,1.1,3310
2022-06-01,FAC014,ISO 9001,Medium,118483,104991,0.8861,1.1,3230
2022-07-01,FAC014,ISO 9001,Medium,118483,105748,0.8925,1.1,3150
2022-08-01,FAC014,ISO 9001,Medium,118483,91640,0.7734,1.1,2620
2022-09-01,FAC014,ISO 9001,Medium,118483,106347,0.8976,1.1,3030
2022-10-01,FAC014,ISO 9001,Medium,118483,59241,0.5,1.1,1650
2022-11-01,FAC014,ISO 9001,Medium,118483,106643,0.9001,1.1,2810
2022-12-01,FAC014,ISO 9001,Medium,118483,103556,0.874,1.1,2970
2023-01-01,FAC014,ISO 9001,Medium,118483,105409,0.8897,1.1,2850
2023-02-01,FAC014,ISO 9001,Medium,118483,97322,0.8214,1.1,2740
2023-03-01,FAC014,ISO 9001,Medium,118483,96814,0.8171,1.1,2900
2023-04-01,FAC014,ISO 9001,Medium,118483,103762,0.8758,1.1,2910
2023-05-01,FAC014,ISO 9001,Medium,118483,110200,0.9301,1.1,3200
2023-06-01,FAC014,ISO 9001,Medium,118483,92567,0.7813,1.1,2640
2023-07-01,FAC014,ISO 9001,Medium,118483,89357,0.7542,1.1,2810
2023-08-01,FAC014,ISO 9001,Medium,118483,97328,0.8215,1.1,2950
2023-09-01,FAC014,ISO 9001,Medium,118483,59241,0.5,1.1,1750
2023-10-01,FAC014,ISO 9001,Medium,118483,105625,0.8915,1.1,2860
2023-11-01,FAC014,ISO 9001,Medium,118483,94856,0.8006,1.1,2500
2023-12-01,FAC014,ISO 9001,Medium,118483,102374,0.864,1.1,2770
2024-01-01,FAC014,ISO 9001,Medium,118483,97938,0.8266,1.1,2460
2024-02-01,FAC014,ISO 9001,Medium,118483,107773,0.9096,1.1,3220
2024-03-01,FAC014,ISO 9001,Medium,118483,93999,0.7934,1.1,2630
2024-04-01,FAC014,ISO 9001,Medium,118483,105317,0.8889,1.1,3010
2024-05-01,FAC014,ISO 9001,Medium,118483,103512,0.8736,1.1,3050
2024-06-01,FAC014,ISO 9001,Medium,118483,96286,0.8127,1.1,2760
2024-07-01,FAC014,ISO 9001,Medium,118483,103679,0.8751,1.1,3160
2024-08-01,FAC014,ISO 9001,Medium,118483,89367,0.7543,1.1,2630
2024-09-01,FAC014,ISO 9001,Medium,118483,105215,0.888,1.1,3080
2024-10-01,FAC014,ISO 9001,Medium,118483,106154,0.8959,1.1,2940
2024-11-01,FAC014,ISO 9001,Medium,118483,101804,0.8592,1.1,2900
2024-12-01,FAC014,ISO 9001,Medium,118483,59241,0.5,1.1,1700
2025-01-01,FAC014,ISO 9001,Medium,128356,96472,0.7516,1.1,2460
2025-02-01,FAC014,ISO 9001,Medium,128356,120112,0.9358,1.1,3210
2025-03-01,FAC014,ISO 9001,Medium,128356,117410,0.9147,1.1,3190
2025-04-01,FAC014,ISO 9001,Medium,128356,100203,0.7807,1.1,2920
2025-05-01,FAC014,ISO 9001,Medium,128356,114694,0.8936,1.1,3210
2025-06-01,FAC014,ISO 9001,Medium,128356,97299,0.758,1.1,2820
2025-07-01,FAC014,ISO 9001,Medium,128356,103064,0.803,1.1,2960
2025-08-01,FAC014,ISO 9001,Medium,128356,116446,0.9072,1.1,3350
2025-09-01,FAC014,ISO 9001,Medium,128356,118025,0.9195,1.1,3220
2025-10-01,FAC014,ISO 9001,Medium,128356,114416,0.8914,1.1,3400
2025-11-01,FAC014,ISO 9001,Medium,128356,110912,0.8641,1.1,3170
2025-12-01,FAC014,ISO 9001,Medium,128356,107117,0.8345,1.1,3170
2016-01-01,FAC015,None,High,115441,101136,0.8761,1.2,2720
2016-02-01,FAC015,None,High,115441,111745,0.968,1.2,3030
2016-03-01,FAC015,None,High,115441,102797,0.8905,1.2,2480
2016-04-01,FAC015,None,High,115441,57720,0.5,1.2,1520
2016-05-01,FAC015,None,High,115441,104437,0.9047,1.2,2660
2016-06-01,FAC015,None,High,115441,115441,1.0,1.2,2880
2016-07-01,FAC015,None,High,115441,103203,0.894,1.2,2890
2016-08-01,FAC015,None,High,115441,101180,0.8765,1.2,2650
2016-09-01,FAC015,None,High,115441,110013,0.953,1.2,2700
2016-10-01,FAC015,None,High,115441,110789,0.9597,1.2,2670
2016-11-01,FAC015,None,High,115441,114167,0.989,1.2,2950
2016-12-01,FAC015,None,High,115441,97863,0.8477,1.2,2600
2017-01-01,FAC015,None,High,115441,115441,1.0,1.2,2970
2017-02-01,FAC015,None,High,115441,110763,0.9595,1.2,2860
2017-03-01,FAC015,None,High,115441,104428,0.9046,1.2,2590
2017-04-01,FAC015,None,High,115441,112242,0.9723,1.2,2770
2017-05-01,FAC015,None,High,115441,111871,0.9691,1.2,3100
2017-06-01,FAC015,None,High,115441,115441,1.0,1.2,3010
2017-07-01,FAC015,None,High,115441,112645,0.9758,1.2,2910
2017-08-01,FAC015,None,High,115441,109082,0.9449,1.2,2780
2017-09-01,FAC015,None,High,115441,112387,0.9735,1.2,3180
2017-10-01,FAC015,None,High,115441,104153,0.9022,1.2,2720
2017-11-01,FAC015,None,High,115441,98434,0.8527,1.2,2620
2017-12-01,FAC015,None,High,115441,100983,0.8748,1.2,2800
2018-01-01,FAC015,None,High,115441,106180,0.9198,1.2,2920
2018-02-01,FAC015,None,High,115441,106979,0.9267,1.2,2700
2018-03-01,FAC015,None,High,115441,57720,0.5,1.2,1390
2018-04-01,FAC015,None,High,115441,106646,0.9238,1.2,2940
2018-05-01,FAC015,None,High,115441,103271,0.8946,1.2,2620
2018-06-01,FAC015,None,High,115441,108481,0.9397,1.2,3140
2018-07-01,FAC015,None,High,115441,113002,0.9789,1.2,3040
2018-08-01,FAC015,None,High,115441,110050,0.9533,1.2,2920
2018-09-01,FAC015,None,High,115441,109174,0.9457,1.2,2880
2018-10-01,FAC015,None,High,115441,100290,0.8688,1.2,2620
2018-11-01,FAC015,None,High,115441,115360,0.9993,1.2,3230
2018-12-01,FAC015,None,High,115441,100446,0.8701,1.2,2490
2019-01-01,FAC015,None,High,126985,125453,0.9879,1.2,3350
2019-02-01,FAC015,None,High,126985,63492,0.5,1.2,1820
2019-03-01,FAC015,None,High,126985,126007,0.9923,1.2,3230
2019-04-01,FAC015,None,High,126985,126623,0.9971,1.2,3240
2019-05-01,FAC015,None,High,126985,109374,0.8613,1.2,2620
2019-06-01,FAC015,None,High,126985,126985,1.0,1.2,3280
2019-07-01,FAC015,None,High,126985,114566,0.9022,1.2,2850
2019-08-01,FAC015,None,High,126985,126985,1.0,1.2,3170
2019-09-01,FAC015,None,High,126985,123035,0.9689,1.2,3100
2019-10-01,FAC015,None,High,126985,113374,0.8928,1.2,3030
2019-11-01,FAC015,None,High,126985,123705,0.9742,1.2,3320
2019-12-01,FAC015,None,High,126985,115906,0.9128,1.2,2940
2020-01-01,FAC015,None,High,126985,122667,0.966,1.2,3110
2020-02-01,FAC015,None,High,126985,124181,0.9779,1.2,3300
2020-03-01,FAC015,None,High,126985,116121,0.9144,1.2,2990
2020-04-01,FAC015,None,High,126985,121468,0.9566,1.2,3270
2020-05-01,FAC015,None,High,126985,124856,0.9832,1.2,3450
2020-06-01,FAC015,None,High,126985,115245,0.9075,1.2,2970
2020-07-01,FAC015,None,High,126985,118331,0.9319,1.2,3060
2020-08-01,FAC015,None,High,126985,63492,0.5,1.2,1760
2020-09-01,FAC015,None,High,126985,126985,1.0,1.2,3280
2020-10-01,FAC015,None,High,126985,110375,0.8692,1.2,2820
2020-11-01,FAC015,None,High,126985,126985,1.0,1.2,3270
2020-12-01,FAC015,None,High,126985,117379,0.9244,1.2,3250
2021-01-01,FAC015,None,High,126985,117629,0.9263,1.2,2940
2021-02-01,FAC015,None,High,126985,120708,0.9506,1.2,3100
2021-03-01,FAC015,None,High,126985,120785,0.9512,1.2,3030
2021-04-01,FAC015,None,High,126985,116319,0.916,1.2,2820
2021-05-01,FAC015,None,High,126985,111942,0.8815,1.2,2970
2021-06-01,FAC015,None,High,126985,117220,0.9231,1.2,3020
2021-07-01,FAC015,None,High,126985,118458,0.9329,1.2,2960
2021-08-01,FAC015,None,High,126985,126985,1.0,1.2,3190
2021-09-01,FAC015,None,High,126985,124067,0.977,1.2,3260
2021-10-01,FAC015,None,High,126985,116121,0.9144,1.2,3110
2021-11-01,FAC015,None,High,126985,125618,0.9892,1.2,3200
2021-12-01,FAC015,None,High,126985,122657,0.9659,1.2,3180
2022-01-01,FAC015,None,High,138529,127761,0.9223,1.2,3310
2022-02-01,FAC015,None,High,138529,124346,0.8976,1.2,3090
2022-03-01,FAC015,None,High,138529,138529,1.0,1.2,3730
2022-04-01,FAC015,None,High,138529,126805,0.9154,1.2,3450
2022-05-01,FAC015,None,High,138529,118956,0.8587,1.2,3180
2022-06-01,FAC015,None,High,138529,134874,0.9736,1.2,3710
2022-07-01,FAC015,None,High,138529,137441,0.9921,1.2,3430
2022-08-01,FAC015,None,High,138529,129693,0.9362,1.2,3550
2022-09-01,FAC015,None,High,138529,134763,0.9728,1.2,3350
2022-10-01,FAC015,None,High,138529,138529,1.0,1.2,3580
2022-11-01,FAC015,None,High,138529,138529,1.0,1.2,3650
2022-12-01,FAC015,None,High,138529,122753,0.8861,1.2,2950
2023-01-01,FAC015,None,High,138529,125845,0.9084,1.2,3340
2023-02-01,FAC015,None,High,138529,129019,0.9314,1.2,3430
2023-03-01,FAC015,None,High,138529,138529,1.0,1.2,3680
2023-04-01,FAC015,None,High,138529,138529,1.0,1.2,3850
2023-05-01,FAC015,None,High,138529,138529,1.0,1.2,3750
2023-06-01,FAC015,None,High,138529,131329,0.948,1.2,3260
2023-07-01,FAC015,None,High,138529,123002,0.8879,1.2,3150
2023-08-01,FAC015,None,High,138529,138295,0.9983,1.2,3850
2023-09-01,FAC015,None,High,138529,138529,1.0,1.2,3400
2023-10-01,FAC015,None,High,138529,136708,0.9869,1.2,3750
2023-11-01,FAC015,None,High,138529,134032,0.9675,1.2,3450
2023-12-01,FAC015,None,High,138529,123738,0.8932,1.2,3170
2024-01-01,FAC015,None,High,138529,129239,0.9329,1.2,3670
2024-02-01,FAC015,None,High,138529,69264,0.5,1.2,1780
2024-03-01,FAC015,None,High,138529,125111,0.9031,1.2,3660
2024-04-01,FAC015,None,High,138529,138417,0.9992,1.2,3820
2024-05-01,FAC015,None,High,138529,116830,0.8434,1.2,3220
2024-06-01,FAC015,None,High,138529,126714,0.9147,1.2,3690
2024-07-01,FAC015,None,High,138529,132316,0.9552,1.2,3330
2024-08-01,FAC015,None,High,138529,133561,0.9641,1.2,3570
2024-09-01,FAC015,None,High,138529,124547,0.8991,1.2,3050
2024-10-01,FAC015,None,High,138529,135290,0.9766,1.2,3580
2024-11-01,FAC015,None,High,138529,129311,0.9335,1.2,3470
2024-12-01,FAC015,None,High,138529,128988,0.9311,1.2,3300
2025-01-01,FAC015,None,High,150073,140219,0.9343,1.2,3530
2025-02-01,FAC015,None,High,150073,148892,0.9921,1.2,3880
2025-03-01,FAC015,None,High,150073,149146,0.9938,1.2,3960
2025-04-01,FAC015,None,High,150073,145426,0.969,1.2,3560
2025-05-01,FAC015,None,High,150073,136789,0.9115,1.2,3800
2025-06-01,FAC015,None,High,150073,150073,1.0,1.2,4110
2025-07-01,FAC015,None,High,150073,133241,0.8878,1.2,3830
2025-08-01,FAC015,None,High,150073,140567,0.9367,1.2,3820
2025-09-01,FAC015,None,High,150073,147576,0.9834,1.2,3720
2025-10-01,FAC015,None,High,150073,146006,0.9729,1.2,3930
2025-11-01,FAC015,None,High,150073,146337,0.9751,1.2,3610
2025-12-01,FAC015,None,High,150073,136438,0.9091,1.2,3400
2016-01-01,FAC016,ISO 9001,High,69293,62642,0.904,1.2,1580
2016-02-01,FAC016,ISO 9001,High,69293,61242,0.8838,1.2,1570
2016-03-01,FAC016,ISO 9001,High,69293,69293,1.0,1.2,1950
2016-04-01,FAC016,ISO 9001,High,69293,63014,0.9094,1.2,1650
2016-05-01,FAC016,ISO 9001,High,69293,63804,0.9208,1.2,1610
2016-06-01,FAC016,ISO 9001,High,69293,67323,0.9716,1.2,1750
2016-07-01,FAC016,ISO 9001,High,69293,59904,0.8645,1.2,1610
2016-08-01,FAC016,ISO 9001,High,69293,34646,0.5,1.2,980
2016-09-01,FAC016,ISO 9001,High,69293,63700,0.9193,1.2,1660
2016-10-01,FAC016,ISO 9001,High,69293,63198,0.912,1.2,1640
2016-11-01,FAC016,ISO 9001,High,69293,66863,0.9649,1.2,1850
2016-12-01,FAC016,ISO 9001,High,69293,68144,0.9834,1.2,1810
2017-01-01,FAC016,ISO 9001,High,69293,66347,0.9575,1.2,1690
2017-02-01,FAC016,ISO 9001,High,69293,61475,0.8872,1.2,1510
2017-03-01,FAC016,ISO 9001,High,69293,69293,1.0,1.2,1780
2017-04-01,FAC016,ISO 9001,High,69293,65241,0.9415,1.2,1780
2017-05-01,FAC016,ISO 9001,High,69293,62386,0.9003,1.2,1670
2017-06-01,FAC016,ISO 9001,High,69293,67896,0.9798,1.2,1710
2017-07-01,FAC016,ISO 9001,High,69293,67987,0.9812,1.2,1760
2017-08-01,FAC016,ISO 9001,High,69293,69111,0.9974,1.2,1800
2017-09-01,FAC016,ISO 9001,High,69293,67330,0.9717,1.2,1770
2017-10-01,FAC016,ISO 9001,High,69293,60196,0.8687,1.2,1560
2017-11-01,FAC016,ISO 9001,High,69293,69293,1.0,1.2,1870
2017-12-01,FAC016,ISO 9001,High,69293,67052,0.9677,1.2,1810
2018-01-01,FAC016,ISO 9001,High,69293,66849,0.9647,1.2,1550
2018-02-01,FAC016,ISO 9001,High,69293,62905,0.9078,1.2,1450
2018-03-01,FAC016,ISO 9001,High,69293,69293,1.0,1.2,1630
2018-04-01,FAC016,ISO 9001,High,69293,65134,0.94,1.2,1720
2018-05-01,FAC016,ISO 9001,High,69293,69293,1.0,1.2,1660
2018-06-01,FAC016,ISO 9001,High,69293,64771,0.9347,1.2,1660
2018-07-01,FAC016,ISO 9001,High,69293,66249,0.9561,1.2,1660
2018-08-01,FAC016,ISO 9001,High,69293,66274,0.9564,1.2,1650
2018-09-01,FAC016,ISO 9001,High,69293,68818,0.9931,1.2,1780
2018-10-01,FAC016,ISO 9001,High,69293,62703,0.9049,1.2,1660
2018-11-01,FAC016,ISO 9001,High,69293,66107,0.954,1.2,1710
2018-12-01,FAC016,ISO 9001,High,69293,63716,0.9195,1.2,1720
2019-01-01,FAC016,ISO 9001,High,76222,69636,0.9136,1.2,1880
2019-02-01,FAC016,ISO 9001,High,76222,76222,1.0,1.2,2110
2019-03-01,FAC016,ISO 9001,High,76222,72829,0.9555,1.2,1830
2019-04-01,FAC016,ISO 9001,High,76222,72666,0.9533,1.2,1890
2019-05-01,FAC016,ISO 9001,High,76222,75271,0.9875,1.2,1900
2019-06-01,FAC016,ISO 9001,High,76222,73571,0.9652,1.2,1890
2019-07-01,FAC016,ISO 9001,High,76222,68620,0.9003,1.2,1800
2019-08-01,FAC016,ISO 9001,High,76222,67523,0.8859,1.2,1720
2019-09-01,FAC016,ISO 9001,High,76222,74803,0.9814,1.2,1870
2019-10-01,FAC016,ISO 9001,High,76222,76222,1.0,1.2,1970
2019-11-01,FAC016,ISO 9001,High,76222,67111,0.8805,1.2,1790
2019-12-01,FAC016,ISO 9001,High,76222,70004,0.9184,1.2,1910
2020-01-01,FAC016,ISO 9001,High,76222,73881,0.9693,1.2,1910
2020-02-01,FAC016,ISO 9001,High,76222,71274,0.9351,1.2,1900
2020-03-01,FAC016,ISO 9001,High,76222,76222,1.0,1.2,2020
2020-04-01,FAC016,ISO 9001,High,76222,71987,0.9444,1.2,2040
2020-05-01,FAC016,ISO 9001,High,76222,63724,0.836,1.2,1790
2020-06-01,FAC016,ISO 9001,High,76222,70252,0.9217,1.2,1920
2020-07-01,FAC016,ISO 9001,High,76222,38111,0.5,1.2,950
2020-08-01,FAC016,ISO 9001,High,76222,73711,0.9671,1.2,1920
2020-09-01,FAC016,ISO 9001,High,76222,75877,0.9955,1.2,2020
2020-10-01,FAC016,ISO 9001,High,76222,68354,0.8968,1.2,1900
2020-11-01,FAC016,ISO 9001,High,76222,73918,0.9698,1.2,1910
2020-12-01,FAC016,ISO 9001,High,76222,75637,0.9923,1.2,1900
2021-01-01,FAC016,ISO 9001,High,76222,71866,0.9429,1.2,1940
2021-02-01,FAC016,ISO 9001,High,76222,76131,0.9988,1.2,1890
2021-03-01,FAC016,ISO 9001,High,76222,63766,0.8366,1.2,1530
2021-04-01,FAC016,ISO 9001,High,76222,76222,1.0,1.2,1940
2021-05-01,FAC016,ISO 9001,High,76222,72074,0.9456,1.2,1920
2021-06-01,FAC016,ISO 9001,High,76222,68151,0.8941,1.2,1680
2021-07-01,FAC016,ISO 9001,High,76222,74895,0.9826,1.2,1780
2021-08-01,FAC016,ISO 9001,High,76222,69819,0.916,1.2,1810
2021-09-01,FAC016,ISO 9001,High,76222,73735,0.9674,1.2,1950
2021-10-01,FAC016,ISO 9001,High,76222,76222,1.0,1.2,2050
2021-11-01,FAC016,ISO 9001,High,76222,73789,0.9681,1.2,1970
2021-12-01,FAC016,ISO 9001,High,76222,72985,0.9575,1.2,1790
2022-01-01,FAC016,ISO 9001,High,83151,77913,0.937,1.2,2090
2022-02-01,FAC016,ISO 9001,High,83151,81358,0.9784,1.2,2040
2022-03-01,FAC016,ISO 9001,High,83151,77116,0.9274,1.2,1950
2022-04-01,FAC016,ISO 9001,High,83151,83151,1.0,1.2,2210
2022-05-01,FAC016,ISO 9001,High,83151,41575,0.5,1.2,1040
2022-06-01,FAC016,ISO 9001,High,83151,83151,1.0,1.2,2220
2022-07-01,FAC016,ISO 9001,High,83151,80840,0.9722,1.2,2080
2022-08-01,FAC016,ISO 9001,High,83151,75431,0.9072,1.2,2029
2022-09-01,FAC016,ISO 9001,High,83151,81714,0.9827,1.2,2250
2022-10-01,FAC016,ISO 9001,High,83151,77818,0.9359,1.2,1970
2022-11-01,FAC016,ISO 9001,High,83151,77858,0.9363,1.2,1950
2022-12-01,FAC016,ISO 9001,High,83151,79224,0.9528,1.2,2000
2023-01-01,FAC016,ISO 9001,High,83151,73456,0.8834,1.2,2120
2023-02-01,FAC016,ISO 9001,High,83151,82481,0.9919,1.2,2080
2023-03-01,FAC016,ISO 9001,High,83151,78811,0.9478,1.2,2009
2023-04-01,FAC016,ISO 9001,High,83151,68195,0.8201,1.2,1660
2023-05-01,FAC016,ISO 9001,High,83151,80360,0.9664,1.2,2090
2023-06-01,FAC016,ISO 9001,High,83151,80105,0.9634,1.2,2020
2023-07-01,FAC016,ISO 9001,High,83151,80574,0.969,1.2,2100
2023-08-01,FAC016,ISO 9001,High,83151,80826,0.972,1.2,2000
2023-09-01,FAC016,ISO 9001,High,83151,78961,0.9496,1.2,1870
2023-10-01,FAC016,ISO 9001,High,83151,69515,0.836,1.2,1830
2023-11-01,FAC016,ISO 9001,High,83151,75543,0.9085,1.2,1840
2023-12-01,FAC016,ISO 9001,High,83151,83151,1.0,1.2,1990
2024-01-01,FAC016,ISO 9001,High,83151,83151,1.0,1.2,1970
2024-02-01,FAC016,ISO 9001,High,83151,83151,1.0,1.2,1990
2024-03-01,FAC016,ISO 9001,High,83151,83151,1.0,1.2,2180
2024-04-01,FAC016,ISO 9001,High,83151,74165,0.8919,1.2,1920
2024-05-01,FAC016,ISO 9001,High,83151,77691,0.9343,1.2,2170
2024-06-01,FAC016,ISO 9001,High,83151,79404,0.9549,1.2,2120
2024-07-01,FAC016,ISO 9001,High,83151,75980,0.9138,1.2,2060
2024-08-01,FAC016,ISO 9001,High,83151,81409,0.9791,1.2,2080
2024-09-01,FAC016,ISO 9001,High,83151,83151,1.0,1.2,2070
2024-10-01,FAC016,ISO 9001,High,83151,80124,0.9636,1.2,2000
2024-11-01,FAC016,ISO 9001,High,83151,83151,1.0,1.2,2150
2024-12-01,FAC016,ISO 9001,High,83151,75372,0.9064,1.2,1990
2025-01-01,FAC016,ISO 9001,High,90080,80292,0.8913,1.2,2020
2025-02-01,FAC016,ISO 9001,High,90080,84081,0.9334,1.2,2370
2025-03-01,FAC016,ISO 9001,High,90080,85670,0.951,1.2,2260
2025-04-01,FAC016,ISO 9001,High,90080,88646,0.9841,1.2,2210
2025-05-01,FAC016,ISO 9001,High,90080,90080,1.0,1.2,2180
2025-06-01,FAC016,ISO 9001,High,90080,89891,0.9979,1.2,2390
2025-07-01,FAC016,ISO 9001,High,90080,80516,0.8938,1.2,2160
2025-08-01,FAC016,ISO 9001,High,90080,82812,0.9193,1.2,2090
2025-09-01,FAC016,ISO 9001,High,90080,86362,0.9587,1.2,2170
2025-10-01,FAC016,ISO 9001,High,90080,84684,0.9401,1.2,1970
2025-11-01,FAC016,ISO 9001,High,90080,80886,0.8979,1.2,2240
2025-12-01,FAC016,ISO 9001,High,90080,83427,0.9261,1.2,2110
2016-01-01,FAC017,ISO 9001,Low,98774,75455,0.7639,1.05,2020
2016-02-01,FAC017,ISO 9001,Low,98774,73112,0.7402,1.05,2170
2016-03-01,FAC017,ISO 9001,Low,98774,73313,0.7422,1.05,2180
2016-04-01,FAC017,ISO 9001,Low,98774,80125,0.8112,1.05,2430
2016-05-01,FAC017,ISO 9001,Low,98774,76141,0.7709,1.05,2320
2016-06-01,FAC017,ISO 9001,Low,98774,72539,0.7344,1.05,1980
2016-07-01,FAC017,ISO 9001,Low,98774,62746,0.6352,1.05,1680
2016-08-01,FAC017,ISO 9001,Low,98774,70453,0.7133,1.05,2100
2016-09-01,FAC017,ISO 9001,Low,98774,77388,0.7835,1.05,2240
2016-10-01,FAC017,ISO 9001,Low,98774,78414,0.7939,1.05,2310
2016-11-01,FAC017,ISO 9001,Low,98774,73365,0.7428,1.05,2120
2016-12-01,FAC017,ISO 9001,Low,98774,74260,0.7518,1.05,2370
2017-01-01,FAC017,ISO 9001,Low,98774,74711,0.7564,1.05,2100
2017-02-01,FAC017,ISO 9001,Low,98774,61772,0.6254,1.05,1690
2017-03-01,FAC017,ISO 9001,Low,98774,67235,0.6807,1.05,1920
2017-04-01,FAC017,ISO 9001,Low,98774,70749,0.7163,1.05,2260
2017-05-01,FAC017,ISO 9001,Low,98774,49387,0.5,1.05,1550
2017-06-01,FAC017,ISO 9001,Low,98774,86323,0.8739,1.05,2770
2017-07-01,FAC017,ISO 9001,Low,98774,71666,0.7256,1.05,2170
2017-08-01,FAC017,ISO 9001,Low,98774,71587,0.7248,1.05,2110
2017-09-01,FAC017,ISO 9001,Low,98774,74677,0.756,1.05,2330
2017-10-01,FAC017,ISO 9001,Low,98774,72866,0.7377,1.05,2310
2017-11-01,FAC017,ISO 9001,Low,98774,78157,0.7913,1.05,2390
2017-12-01,FAC017,ISO 9001,Low,98774,74363,0.7529,1.05,2310
2018-01-01,FAC017,ISO 9001,Low,98774,49387,0.5,1.05,1410
2018-02-01,FAC017,ISO 9001,Low,98774,70392,0.7127,1.05,1960
2018-03-01,FAC017,ISO 9001,Low,98774,73511,0.7442,1.05,2070
2018-04-01,FAC017,ISO 9001,Low,98774,49387,0.5,1.05,1480
2018-05-01,FAC017,ISO 9001,Low,98774,67636,0.6848,1.05,2130
2018-06-01,FAC017,ISO 9001,Low,98774,79999,0.8099,1.05,2410
2018-07-01,FAC017,ISO 9001,Low,98774,72767,0.7367,1.05,2150
2018-08-01,FAC017,ISO 9001,Low,98774,66070,0.6689,1.05,2009
2018-09-01,FAC017,ISO 9001,Low,98774,49387,0.5,1.05,1390
2018-10-01,FAC017,ISO 9001,Low,98774,67611,0.6845,1.05,2170
2018-11-01,FAC017,ISO 9001,Low,98774,72093,0.7299,1.05,2070
2018-12-01,FAC017,ISO 9001,Low,98774,65538,0.6635,1.05,1920
2019-01-01,FAC017,ISO 9001,Low,108651,83523,0.7687,1.05,2410
2019-02-01,FAC017,ISO 9001,Low,108651,72776,0.6698,1.05,2180
2019-03-01,FAC017,ISO 9001,Low,108651,86463,0.7958,1.05,2440
2019-04-01,FAC017,ISO 9001,Low,108651,74138,0.6823,1.05,2230
2019-05-01,FAC017,ISO 9001,Low,108651,85252,0.7846,1.05,2640
2019-06-01,FAC017,ISO 9001,Low,108651,77002,0.7087,1.05,2380
2019-07-01,FAC017,ISO 9001,Low,108651,85789,0.7896,1.05,2430
2019-08-01,FAC017,ISO 9001,Low,108651,86215,0.7935,1.05,2420
2019-09-01,FAC017,ISO 9001,Low,108651,79364,0.7304,1.05,2350
2019-10-01,FAC017,ISO 9001,Low,108651,81770,0.7526,1.05,2520
2019-11-01,FAC017,ISO 9001,Low,108651,88460,0.8142,1.05,2620
2019-12-01,FAC017,ISO 9001,Low,108651,82453,0.7589,1.05,2220
2020-01-01,FAC017,ISO 9001,Low,108651,80017,0.7365,1.05,2480
2020-02-01,FAC017,ISO 9001,Low,108651,69526,0.6399,1.05,2070
2020-03-01,FAC017,ISO 9001,Low,108651,76511,0.7042,1.05,2130
2020-04-01,FAC017,ISO 9001,Low,108651,79917,0.7355,1.05,2640
2020-05-01,FAC017,ISO 9001,Low,108651,82775,0.7618,1.05,2520
2020-06-01,FAC017,ISO 9001,Low,108651,80391,0.7399,1.05,2300
2020-07-01,FAC017,ISO 9001,Low,108651,83900,0.7722,1.05,2500
2020-08-01,FAC017,ISO 9001,Low,108651,76314,0.7024,1.05,2340
2020-09-01,FAC017,ISO 9001,Low,108651,77490,0.7132,1.05,2180
2020-10-01,FAC017,ISO 9001,Low,108651,86100,0.7924,1.05,2720
2020-11-01,FAC017,ISO 9001,Low,108651,54325,0.5,1.05,1600
2020-12-01,FAC017,ISO 9001,Low,108651,75602,0.6958,1.05,2400
2021-01-01,FAC017,ISO 9001,Low,108651,83395,0.7675,1.05,2520
